text,labels,processed_text,bigrams,trigrams,labels_num
"The CNG and the Customer Network shall assure the confidentiality, the integrity of signalling/control/media and management flows.",nonsec,"['cng', 'customer', 'network', 'shall', 'assure', 'confidentiality', 'integrity', 'signal', 'control', 'medium', 'management', 'flow']","['cng', 'customer_network', 'shall', 'assure', 'confidentiality', 'integrity', 'signal', 'control', 'medium', 'management', 'flow']","['cng', 'customer_network', 'shall', 'assure', 'confidentiality', 'integrity', 'signal', 'control', 'medium', 'management', 'flow']",0
It should be possible for more than one identity to be associated with a single CPN subscription.,nonsec,"['possible', 'identity', 'associate', 'single', 'cpn', 'subscription']","['possible', 'identity', 'associate', 'single', 'cpn', 'subscription']","['possible', 'identity', 'associate', 'single', 'cpn', 'subscription']",0
 A CPN-user attempting to invoke a CNG-mediated service shall be identified and authenticated by the CNG before being granted access to the service.,sec,"['cpn', 'user', 'attempting', 'invoke', 'cng', 'mediate', 'service', 'shall', 'identify', 'authenticate', 'cng', 'grant', 'access', 'service']","['cpn', 'user', 'attempting', 'invoke', 'cng', 'mediate', 'service', 'shall', 'identify', 'authenticate', 'cng', 'grant', 'access', 'service']","['cpn', 'user', 'attempting', 'invoke', 'cng', 'mediate', 'service', 'shall', 'identify', 'authenticate', 'cng', 'grant', 'access', 'service']",1
" Internally to the CPN, a CNG receiving private or other critical information (i.e. from a CND) should verify that the data was protected from unauthorised disclosure. ",sec,"['internally', 'cpn', 'cng', 'receive', 'private', 'critical', 'information', 'cnd', 'verify', 'datum', 'protect', 'unauthorised', 'disclosure']","['internally', 'cpn', 'cng', 'receive', 'private', 'critical', 'information', 'cnd', 'verify', 'datum', 'protect', 'unauthorised', 'disclosure']","['internally', 'cpn', 'cng', 'receive', 'private', 'critical', 'information', 'cnd', 'verify', 'datum', 'protect', 'unauthorised', 'disclosure']",1
The CND directly or through the CNG must be able to access to Network Configuration Service Function avoiding any user interaction. (and so the Network Configuration Server should be able to upload different parameter related to service subscription).,nonsec,"['cnd', 'directly', 'cng', 'able', 'access', 'network', 'configuration', 'service', 'function', 'avoid', 'user', 'interaction', 'network', 'configuration', 'server', 'able', 'upload', 'different', 'parameter', 'related', 'service', 'subscription']","['cnd', 'directly', 'cng', 'able', 'access', 'network', 'configuration', 'service', 'function', 'avoid', 'user', 'interaction', 'network', 'configuration', 'server', 'able', 'upload', 'different', 'parameter', 'related', 'service', 'subscription']","['cnd', 'directly', 'cng', 'able', 'access', 'network', 'configuration', 'service', 'function', 'avoid', 'user', 'interaction', 'network', 'configuration', 'server', 'able', 'upload', 'different', 'parameter', 'related', 'service', 'subscription']",0
A single currency cannot occupy more than one slot. The CEP card must not permit a slot to be assigned a currency if another slot in the CEP card has already been assigned to that currency,nonsec,"['single', 'currency', 'occupy', 'slot', 'cep', 'card', 'permit', 'slot', 'assign', 'currency', 'slot', 'cep', 'card', 'assign', 'currency']","['single', 'currency', 'occupy', 'slot', 'cep_card', 'permit', 'slot', 'assign', 'currency', 'slot', 'cep_card', 'assign', 'currency']","['single', 'currency', 'occupy', 'slot', 'cep_card', 'permit', 'slot', 'assign', 'currency', 'slot', 'cep_card', 'assign', 'currency']",0
"Contain the CA public RSA key, the PSAMƒ??s private RSA key and optionally the certificates that the POS device uses to perform mutual authentication with the CEP card",sec,"['contain', 'public', 'rsa', 'key', 'psam', 'private', 'rsa', 'key', 'optionally', 'certificate', 'pos', 'device', 'use', 'perform', 'mutual', 'authentication', 'cep', 'card']","['contain', 'public', 'rsa', 'key', 'psam', 'private', 'rsa', 'key', 'optionally', 'certificate', 'pos_device', 'use', 'perform', 'mutual', 'authentication', 'cep_card']","['contain', 'public', 'rsa', 'key', 'psam', 'private', 'rsa', 'key', 'optionally', 'certificate', 'pos_device', 'use', 'perform', 'mutual', 'authentication', 'cep_card']",1
" Partial AID selection as defined in section 6.4.2.1.2 - Explicit Selection, shall be supported. (Partial AID selection does not require knowledge of the full AID by the off-card entity.)",nonsec,"['partial', 'aid', 'selection', 'define', 'section', 'explicit', 'selection', 'shall', 'support', 'partial', 'aid', 'selection', 'require', 'knowledge', 'aid', 'card', 'entity']","['partial', 'aid', 'selection', 'define', 'section', 'explicit', 'selection', 'shall', 'support', 'partial', 'aid', 'selection', 'require', 'knowledge', 'aid', 'card', 'entity']","['partial', 'aid', 'selection', 'define', 'section', 'explicit', 'selection', 'shall', 'support', 'partial', 'aid', 'selection', 'require', 'knowledge', 'aid', 'card', 'entity']",0
The CNG shall able to store information related to private identities of non-IMS capable CNDs.,nonsec,"['cng', 'shall', 'able', 'store', 'information', 'relate', 'private', 'identity', 'non', 'ims', 'capable', 'cnd']","['cng', 'shall', 'able', 'store', 'information', 'relate', 'private_identity', 'non_ims', 'capable', 'cnd']","['cng', 'shall', 'able', 'store', 'information', 'relate', 'private_identity', 'non_ims_capable', 'cnd']",0
On indication received at the CNG of a resource allocation expiry the CNG shall delete all residual data associated with the invocation of the resource.,sec,"['indication', 'receive', 'cng', 'resource', 'allocation', 'expiry', 'cng', 'shall', 'delete', 'residual', 'datum', 'associate', 'invocation', 'resource']","['indication', 'receive', 'cng', 'resource', 'allocation', 'expiry', 'cng', 'shall', 'delete', 'residual', 'datum', 'associate', 'invocation', 'resource']","['indication', 'receive', 'cng', 'resource', 'allocation', 'expiry', 'cng', 'shall', 'delete', 'residual', 'datum', 'associate', 'invocation', 'resource']",1
"In case of huge amount of traffic in upstream or downstream directions, a congestion management mechanism shall be implemented in the CNG to minimize the impact from the user experience point of view.",nonsec,"['case', 'huge', 'traffic', 'upstream', 'downstream', 'direction', 'congestion', 'management', 'mechanism', 'shall', 'implement', 'cng', 'minimize', 'impact', 'user', 'experience', 'point', 'view']","['case', 'huge', 'traffic', 'upstream', 'downstream_direction', 'congestion', 'management', 'mechanism', 'shall', 'implement', 'cng', 'minimize', 'impact', 'user', 'experience', 'point', 'view']","['case', 'huge', 'traffic', 'upstream', 'downstream_direction', 'congestion', 'management', 'mechanism', 'shall', 'implement', 'cng', 'minimize', 'impact', 'user', 'experience', 'point', 'view']",0
The CNG shall support use of one user identity on several terminals as well as to share one terminal with several identities.,nonsec,"['cng', 'shall', 'support', 'use', 'user', 'identity', 'terminal', 'share', 'terminal', 'identity']","['cng', 'shall', 'support', 'use', 'user', 'identity', 'terminal', 'share', 'terminal', 'identity']","['cng', 'shall', 'support', 'use', 'user', 'identity', 'terminal', 'share', 'terminal', 'identity']",0
" At OP_READY state, the OPEN shall be available and ready for execution ",nonsec,"['ready', 'state', 'open', 'shall', 'available', 'ready', 'execution']","['ready', 'state', 'open', 'shall', 'available', 'ready', 'execution']","['ready', 'state', 'open', 'shall', 'available', 'ready', 'execution']",0
The CNG shall be able to classify intra-LAN traffic that is simply bridged by the CNG itself within the CPN.,nonsec,"['cng', 'shall', 'able', 'classify', 'intra', 'lan', 'traffic', 'simply', 'bridge', 'cng', 'cpn']","['cng', 'shall', 'able', 'classify', 'intra', 'lan', 'traffic', 'simply', 'bridge', 'cng', 'cpn']","['cng', 'shall', 'able', 'classify', 'intra', 'lan', 'traffic', 'simply', 'bridge', 'cng', 'cpn']",0
" At OP_READY state, the runtime environment shall be  ready for execution ",nonsec,"['ready', 'state', 'runtime', 'environment', 'shall', 'ready', 'execution']","['ready', 'state', 'runtime_environment', 'shall', 'ready', 'execution']","['ready', 'state', 'runtime_environment', 'shall', 'ready', 'execution']",0
 The Basic Logical Channel is the permanently available interface to a GlobalPlatform card and shall be supported by the OPEN.,nonsec,"['basic', 'logical', 'channel', 'permanently', 'available', 'interface', 'globalplatform', 'card', 'shall', 'supported', 'open']","['basic_logical', 'channel', 'permanently', 'available', 'interface', 'globalplatform', 'card', 'shall', 'supported', 'open']","['basic_logical_channel', 'permanently', 'available', 'interface', 'globalplatform', 'card', 'shall', 'supported', 'open']",0
The CNG may act as a proxy for handling messages (requests and responses) related to the remote access scenarios to and from the home.,nonsec,"['cng', 'act', 'proxy', 'handle', 'message', 'request', 'response', 'relate', 'remote', 'access', 'scenario', 'home']","['cng', 'act', 'proxy', 'handle', 'message', 'request', 'response', 'relate', 'remote_access', 'scenario', 'home']","['cng', 'act', 'proxy', 'handle', 'message', 'request', 'response', 'relate', 'remote_access', 'scenario', 'home']",0
The CNG and the CPN shall be able to support parental control related functionalities limiting the use of the broadband connection on a user or time basis. Limitations on a content basis may be shared with devoted network servers.,sec,"['cng', 'cpn', 'shall', 'able', 'support', 'parental', 'control', 'related', 'functionality', 'limit', 'use', 'broadband', 'connection', 'user', 'time', 'basis', 'limitations', 'content', 'basis', 'share', 'devoted', 'network', 'server']","['cng', 'cpn', 'shall', 'able', 'support', 'parental', 'control', 'related', 'functionality', 'limit', 'use', 'broadband', 'connection', 'user', 'time', 'basis', 'limitations', 'content', 'basis', 'share', 'devoted', 'network', 'server']","['cng', 'cpn', 'shall', 'able', 'support', 'parental', 'control', 'related', 'functionality', 'limit', 'use', 'broadband', 'connection', 'user', 'time', 'basis', 'limitations', 'content', 'basis', 'share', 'devoted', 'network', 'server']",1
"Since these transactions are on-line to the issuer, the issuer has the opportunity to lock the card or the application. These transactions are not available to a card that has already been locked",sec,"['transaction', 'line', 'issuer', 'issuer', 'opportunity', 'lock', 'card', 'application', 'transaction', 'available', 'card', 'lock']","['transaction', 'line', 'issuer', 'issuer', 'opportunity', 'lock', 'card', 'application', 'transaction', 'available', 'card', 'lock']","['transaction', 'line', 'issuer', 'issuer', 'opportunity', 'lock', 'card', 'application', 'transaction', 'available', 'card', 'lock']",1
" The OPEN shall Ensure that application code has been signed by Application Providers represented on the card, if required.",sec,"['open', 'shall', 'ensure', 'application', 'code', 'sign', 'application', 'providers', 'represent', 'card', 'require']","['open', 'shall', 'ensure', 'application', 'code', 'sign', 'application', 'providers', 'represent', 'card', 'require']","['open', 'shall', 'ensure', 'application', 'code', 'sign', 'application', 'providers', 'represent', 'card', 'require']",1
The CNG shall support a mechanism allowing the support of call forking towards customer non-IMS capable devices and shall able to store information related to private identities of non-IMS capable CNDs.,nonsec,"['cng', 'shall', 'support', 'mechanism', 'allow', 'support', 'fork', 'customer', 'non', 'ims', 'capable', 'device', 'shall', 'able', 'store', 'information', 'relate', 'private', 'identity', 'non', 'ims', 'capable', 'cnd']","['cng', 'shall', 'support_mechanism', 'allow', 'support', 'fork', 'customer', 'non_ims', 'capable', 'device', 'shall', 'able', 'store', 'information', 'relate', 'private_identity', 'non_ims', 'capable', 'cnd']","['cng', 'shall_support_mechanism', 'allow', 'support', 'fork', 'customer', 'non_ims_capable', 'device', 'shall', 'able', 'store', 'information', 'relate', 'private_identity', 'non_ims_capable', 'cnd']",0
